Mouse Action,Traveled Distance,Elapsed Time,length_of_line,largest_deviation,User
2,479.3646744,5.46,232.432786,35.92436396,7
2,35.63565057,0.452,34.23448554,2.62892807,7
5,162.0424607,1.092,101.6070864,34.01337568,7
2,443.8445176,2.855,364.1455753,51.47117327,7
2,11.23606798,0.358,11.04536102,0.724285968,7
2,1246.28239,3.666,530.3300859,88.95403307,7
2,2043.379268,7.831,476.6990665,527.7270666,7
4,995.8957499,3.729,34.23448554,197.3448671,7
2,839.9469099,4.166,243.2878953,137.9147942,7
1,530.6448243,1.591,428.5533806,72.35504702,7
1,444.2702196,0.312,442.4669479,10.90250927,7
2,1413.591802,1.997,977.6630299,53.57367355,7
2,808.9872359,1.638,554.5628909,147.7379777,7
5,2502.092576,3.666,632.9873616,477.6351288,7
2,530.1967786,1.513,137,56,7
2,741.7612427,1.701,570.2841397,148.494398,7
2,848.7352448,1.513,556.5177446,146.4104259,7
2,20.04862718,0.593,9.219544457,8.134892168,7
5,14.82842712,1.123,10.19803903,2.353393622,7
2,925.9688649,2.964,523.3593412,95.95319324,7
2,238.6617107,0.905,171.7323499,68.74651169,7
2,27.69890872,0.577,25.01999201,3.677059528,7
1,654.8342148,1.638,569.8991139,63.25505536,7
1,1647.767584,1.888,1015.135459,507.9696463,7
3,120.8427733,0.577,118.2074448,3.806866825,7
2,1545.175616,1.092,1004.376423,49.4854308,7
2,427.7483887,1.31,300.6958596,64.89946361,7
2,588.5759693,4.789,443.8783617,122.0604667,7
2,195.7574914,0.998,119.4738465,59.63648286,7
1,367.0315559,1.123,222.9282396,39.4880434,7
2,502.0063811,0.92,490.4079934,14.36355054,7
1,2187.594149,10.562,390.8362829,163.3701957,7
1,24.63375802,0.203,24.18677324,1.116312611,7
1,9.242640687,0.203,7.810249676,0.76822128,7
2,382.7206952,0.764,362.1670885,24.74272314,7
1,1559.60758,18.548,477.797028,266.3934527,7
1,305.8970184,0.312,304.6571844,7.431303498,7
2,1255.147249,4.009,1033.848151,247.1233321,7
2,247.0392439,0.874,153.3786165,28.83713585,7
2,862.8404418,1.435,541.5690168,146.0903367,7
1,952.1223318,7.363,364.7259245,141.6762465,7
2,268.029563,3.417,60.92618485,45.9572515,7
2,416.4058658,5.866,163.0766691,35.65194232,7
2,25.82842712,0.842,15.26433752,7.66492485,7
2,9.892922227,0.827,2.236067977,0.894427191,7
3,38.37149314,0.515,36.49657518,2.794782784,7
2,141.799164,1.841,35.90264614,28.91151799,7
1,9,0.609,1,2,7
3,38.33401046,0.687,37.48332963,1.440640427,7
2,63.51391656,0.53,32.24903099,24.68291218,7
2,94.46475114,0.593,73.00684899,4.917346865,7
2,629.619346,6.021,438.0148399,154.4285577,7
2,570.3407433,1.56,447.5276528,53.76874446,7
2,46.79878427,0.359,46.17358552,2.642203299,7
2,277.0241507,2.652,237.6552124,35.53046413,7
2,722.7512904,1.326,666.1921645,91.43607993,7
1,659.243892,0.952,468.385525,103.8354035,7
2,2107.071428,2.355,283.0282671,637.8832822,7
2,609.7762024,1.685,277.353565,59.68915526,7
2,1521.217519,6.614,135.0925609,274.4784743,7
2,1091.391762,3.338,524.1717276,98.5364095,7
2,1340.45005,2.153,1159.676679,151.9975379,7
2,1423.394166,3.073,1056.327601,277.2624703,7
2,468.3477046,1.248,437.9874427,55.03125809,7
1,443.6270431,2.044,265.1527861,84.34005286,7
1,637.5349726,0.843,544.3904849,85.33396761,7
1,59.17171558,0.531,48.70318265,11.66248219,7
3,49.66358689,1.451,49.25444142,1.867851859,7
1,19.30056308,1.576,8.246211251,6.063390626,7
3,478.6588946,1.17,460.06956,20.3882213,7
2,1581.200474,5.008,1160.884577,198.3918166,7
2,443.7918096,0.826,143.0873859,80.39842177,7
2,959.8566243,5.008,641.0304205,178.9337859,7
2,945.9402951,5.881,141.9894362,291.8174838,7
2,1069.780202,3.666,341.1773732,409.2387449,7
2,1599.046915,1.919,359.0013928,176.1998735,7
2,562.8370162,1.045,281.1351988,47.48249261,7
1,515.2997367,3.307,152.4335921,150.8984974,7
1,95.46506366,0.093,95.33624704,1.961478512,7
2,1684.31757,3.213,522.1206757,186.5660652,7
2,1365.466552,2.683,19.23538406,183.7239116,7
2,775.9342893,0.843,717.301889,97.20453977,7
1,1165.82348,3.495,515.2446021,341.0127914,7
1,231.5277291,0.281,231.1060363,1.726480219,7
1,129.7190126,0.266,129.0155029,3.441446879,7
1,73.36853276,0.218,73.17103252,2.036324962,7
1,367.8328449,1.264,14.86606875,113.3453658,7
1,295.2303883,0.25,293.9455732,6.817588638,7
1,66.0474318,0.094,64.51356447,6.432755707,7
1,36.28560911,0.203,35.17101079,1.876545442,7
1,28.08288041,0.109,27.31300057,0.915315032,7
1,362.1668671,1.622,19.92485885,71.11719139,7
1,358.0304557,0.484,123.032516,113.9617432,7
2,143.8642077,1.95,109.772492,19.34910979,7
2,303.1547114,3.915,279.0788419,29.52212337,7
2,1479.772563,6.225,224.6174526,240.560114,7
2,3321.132443,9.376,414.9469846,253.6902398,7
2,802.0273854,2.512,428.6210447,116.9704582,7
2,905.1449293,2.621,449.3072445,165.1408939,7
2,643.0910237,2.606,581.4206739,36.79779712,7
2,124.1200047,0.843,111.9866063,11.92999809,7
2,1028.08701,2.559,264.7054967,193.3733928,7
1,600.2404213,3.057,476.0042017,44.05423298,7
1,53.40708467,0.094,52.39274759,3.83640884,7
2,1056.026249,5.148,453.2824726,365.3461362,7
2,586.6902337,1.872,335.4668389,135.8077602,7
2,116.4376585,1.029,104.3072385,5.598844419,7
2,276.3135092,1.076,261.1551263,20.71182778,7
2,821.638083,1.794,7.615773106,164.7895732,7
5,565.3125465,4.258,247.9879029,211.2683699,7
2,584.2278467,1.607,447.0011186,56.16988181,7
2,325.7934147,0.905,320.0765533,6.42346332,7
2,699.9307515,2.184,406.2142292,141.2087413,7
2,354.8566052,1.107,316.8627463,59.34115076,7
1,539.6005867,1.295,292.2002738,176.1155092,7
3,42.97483686,2.528,40.19950248,3.781141323,7
1,50.61855145,0.374,46.4865572,7.163361197,7
3,81.82966479,0.967,79.0569415,2.985190111,7
2,464.4064612,1.841,433.0288674,70.81052167,7
2,704.73494,1.311,627.2073023,85.30512927,7
2,19.22212514,1.014,19.10497317,0.418739138,7
2,212.2493012,1.669,7.615773106,37.68494623,7
2,735.4252745,21.013,15.03329638,94.52351395,7
2,697.7050835,1.67,8,236,7
2,634.1463149,2.309,587.9906462,53.48894613,7
2,46.52733584,1.326,32.24903099,4.465250445,7
2,134.0441279,1.451,88.1192374,27.81458479,7
5,235.4022885,4.29,27.89265136,68.79948324,7
2,1348.121361,19.547,442.0282796,191.6845684,7
2,1633.062793,22.652,167.7200048,254.8294705,7
5,446.5186597,1.217,287,100.0243902,7
2,1763.214496,2.652,437.2928081,240.6008012,7
2,893.3174586,3.245,111.8033989,331.3852743,7
2,298.2240189,1.404,9.219544457,97.83563648,7
2,878.6885625,1.934,209.7236277,154.6797581,7
5,97.08099336,1.45,58.87274412,15.69486889,7
2,1829.270343,2.902,370,405.8,7
1,1076.625422,2.465,648.411135,389.8652974,7
5,472.2054558,1.794,394.8670662,37.39992839,7
1,785.7956148,0.39,784.2225449,9.390191659,7
1,231.3004307,0.374,221.0271477,27.20480296,7
1,142.2175468,0.39,134.8072698,16.69791253,7
2,2403.814618,5.007,71.28113355,327.3376676,7
2,584.4664818,1.264,499.5437919,110.3526876,7
2,809.4710108,2.184,460.4888707,265.5742794,7
2,621.8476922,1.45,431.5611197,185.1464285,7
2,1032.562854,1.654,735.0027211,48.79029556,7
2,603.4918988,2.012,541.8385368,72.01038196,7
2,650.3883113,3.027,258.6986664,219.1120688,7
2,714.5715869,1.482,687.6772499,72.67944375,7
2,607.1020161,1.28,530,67.07924528,7
2,395.0689859,1.341,365.1260056,28.07523935,7
2,784.7162885,1.576,608.8021025,169.5066419,7
2,1538.996121,3.104,503.1779009,574.7470218,7
2,550.3789553,1.248,531.7236124,22.93296689,7
1,584.8844378,1.046,309.0453041,129.0102113,7
2,321.2840516,1.092,236.4846718,63.17534192,7
2,731.1362531,1.108,706.9943423,52.67793216,7
2,582.537855,1.107,533.240096,84.59228842,7
2,373.6929525,1.42,354.3585755,32.35705524,7
2,793.0427656,1.014,758.1503809,60.97207252,7
2,569.6860702,1.092,534.8831648,60.2561496,7
1,199.2503527,0.312,197.3068676,6.213671196,7
2,254.6238767,1.186,52.39274759,86.86316732,7
2,667.7838131,0.936,655.8086611,22.74291403,7
2,534.3751782,1.185,530.1641255,17.9831104,7
2,382.4502354,1.295,320.0999844,39.5876308,7
2,959.5984972,1.233,714.9636354,72.39389171,7
2,553.809114,1.326,527.0066413,37.30882774,7
1,675.835589,7.629,256.7430622,130.7766594,7
1,2871.169169,1.996,183.1420214,346.9438609,7
2,4192.795685,5.632,577.2217945,500.9460883,7
2,19.37893844,0.608,18.68154169,0.642345273,7
2,998.8974684,1.997,363.5560479,204.9120085,7
2,351.2926214,1.919,42.94182111,50.44033868,7
2,71.29369292,1.107,52.49761899,9.905211131,7
2,386.0912923,3.573,57.27128425,49.588551,7
5,205.2845336,3.339,91.08238029,33.74966695,7
2,141.9697614,1.216,122.8087945,19.0295818,7
5,311.042096,2.59,296.4877738,20.53035753,7
1,222.601949,0.562,185.6071119,43.75371135,7
5,159.4954735,2.387,44.28317965,44.82514615,7
1,1052.946927,6.022,70.83784299,289.5909747,7
2,877.1629703,3.338,397.0604488,129.9248015,7
1,583.6113805,2.683,452.1459941,67.38089112,7
2,1062.991636,21.45,119.507322,150.3757235,7
1,1674.917754,41.45,118.9663818,511.312516,7
1,66.34196036,0.11,66.2721661,0.362142984,7
2,98.30378916,1.248,38.94868419,24.82753962,7
2,170.5034067,1.498,8.602325267,36.50175857,7
2,995.9328818,3.729,317.8002517,194.0180968,7
2,298.4279248,0.702,290.7988996,21.72635457,7
2,429.6007959,0.827,297.0605999,52.06008473,7
2,122.4539482,0.531,119.9708298,6.193172135,7
2,818.5773055,0.905,663.7544727,83.67099927,7
2,201.4440538,0.796,188.3533913,7.857570231,7
2,512.9909302,1.155,189.6628588,157.6481563,7
2,93.97924283,0.624,74.88658091,26.60022631,7
2,1019.508898,6.786,217.0760235,67.66293099,7
2,193.1010301,0.905,189.0026455,6.920538052,7
2,149.7239444,3.307,120.0166655,8.28218311,7
2,591.097768,1.154,563.7987229,23.74074196,7
2,308.7794298,2.106,183.8967101,27.05866786,7
5,21,1.264,18.24828759,2.630383797,7
2,225.2960897,0.78,183.6572895,39.17622882,7
2,127.3743719,1.17,98.95453501,25.223705,7
2,1175.924911,3.526,206.3128692,200.5691655,7
2,567.9900833,4.166,247.145706,70.87721767,7
2,387.4747164,0.842,245.5402207,91.08080107,7
2,328.6897061,1.388,30.01666204,56.80178555,7
2,512.2400298,0.624,401.5420277,136.7279045,7
2,400.9200871,0.795,378.4930647,28.42588413,7
2,801.9817131,2.168,55.22680509,189.5094236,7
2,409.1811366,1.623,265.7066051,55.17363783,7
2,242.4286045,1.201,162.0030864,25.925432,7
2,125.2317636,0.499,124.3382483,2.847072439,7
2,1102.204997,17.629,446.6161663,247.1361503,7
1,904.1207525,9.765,460.001087,165.8430864,7
2,1752.25769,69.171,476.797651,197.1024811,7
2,14.82842712,0.842,6,1,7
2,334.57587,0.67,317.855313,32.95839198,7
2,398.0417329,1.373,321.1619529,73.80077181,7
1,2524.715728,6.63,584.9555539,336.1742592,7
1,30.77121587,0.109,30.59411708,1.372812946,7
2,3467.421855,8.409,281.256111,611.7307082,7
2,569.0233137,1.108,339.3420104,40.70819285,7
1,411.9431903,0.78,351.677409,21.08466399,7
2,113.2987545,1.107,82.86132994,29.25369411,7
2,1039.875711,1.389,660.2014844,302.9772043,7
1,688.3944624,2.527,586.9258897,105.3727584,7
2,564.2271842,0.952,474.1782365,105.6564729,7
2,531.2170188,3.385,149.1207564,173.2756768,7
2,53.13503471,0.951,27.29468813,17.03628185,7
2,422.6502505,2.091,334.5519392,85.06003603,7
2,110.448114,0.78,105.0761629,13.12381384,7
2,266.6487454,0.858,262.76225,7.915901163,7
2,731.161333,1.903,15,94.8,7
2,358.7942671,1.778,248.7609294,99.16348222,7
2,327.5912802,1.357,5.099019514,67.66006662,7
2,949.0800571,2.699,453.8039224,157.7200999,7
2,324.3215101,1.015,312.02564,26.75421161,7
2,461.1238082,1.623,379.0369375,88.63779931,7
2,439.7645132,1.638,317.5862088,85.70586269,7
1,647.9528639,1.497,293.0017065,93.68546119,7
3,76.06941367,1.092,71.44928271,1.007707807,7
1,91.79015442,0.78,68.94200461,25.89132721,7
3,65.59562843,1.045,57.31491952,1.413244591,7
2,505.3500036,1.623,431.3560015,106.4086273,7
1,259.6735928,26.13,247.8870711,27.98855128,7
2,636.2770106,1.294,327.9405434,171.0157561,7
2,100.7645493,0.998,25.96150997,7.81926784,7
2,428.6665302,1.42,5.385164807,75.3923073,7
2,782.0139065,4.29,5,84.2,7
2,836.2945411,18.736,21.84032967,284.4737279,7
2,798.6687962,2.169,572.2385866,75.97006042,7
5,145.0225654,1.248,84.01190392,45.00552688,7
2,600.0640663,2.293,363.5931793,102.6421895,7
2,184.1822716,0.873,168.1903683,24.1630959,7
2,2034.442814,35.802,511.1496845,170.5723443,7
2,1054.74518,11.263,8.485281374,91.92388155,7
2,502.083441,5.662,299.3760177,121.151989,7
2,631.7152864,8.455,137.4372584,164.9843737,7
5,230.3084136,13.089,46.23851209,27.14187683,7
2,1041.497307,5.101,365.953549,114.3232526,7
1,446.4777981,1.201,391.0831114,42.55872861,7
1,326.0679786,0.405,319.5074334,26.76933024,7
1,171.0088768,0.297,169.3664666,8.207055553,7
1,26.17008733,0.203,25.17935662,1.310597427,7
1,14.77338717,0.14,14.31782106,0.488901207,7
1,265.7844962,0.468,265.0886644,3.168751111,7
2,734.3755292,1.202,657.4024642,14.30630475,7
1,3820.33252,228.354,787.0025413,613.0806124,7
5,1108.419867,2.449,803.2490274,58.52979387,7
2,1461.530742,2.496,1025.696349,23.11405323,7
2,652.5365535,1.092,493.5108915,148.7444376,7
2,1449.498884,2.402,749.006008,464.2072244,7
5,970.8950157,7.488,685.5216991,220.5269362,7
2,615.5234169,1.935,481.5360838,105.7220875,7
2,243.6948515,0.952,193.8685121,19.36879774,7
2,439.7238638,0.858,322.9690388,17.14096194,7
2,11.82842712,0.499,9.219544457,1.735443663,7
5,211.0320233,2.153,145.1654229,12.71652687,7
2,493.9707433,1.545,350.766304,74.63658768,7
2,224.4244557,0.78,203.4232042,43.42179171,7
2,362.085596,0.982,314.0254767,35.00352938,7
5,117.6985455,1.294,97.06183596,13.60988062,7
2,380.4779631,0.936,348.9412558,43.52595099,7
2,257.2823595,1.654,187.1817299,24.521624,7
1,337.6760966,0.827,307.0146576,49.13120473,7
5,150.3914195,1.576,35.17101079,48.44899142,7
2,355.3712586,0.999,297.8086634,63.39305171,7
2,190.9734578,0.827,168.3448841,28.98810989,7
2,26.22677276,0.562,24.18677324,2.852798896,7
5,545.7562249,1.841,264.0037879,38.93504742,7
2,294.7276765,0.951,245.979674,68.7943021,7
2,291.6430641,0.858,171.2921481,111.9198995,7
2,40.04447377,0.546,38.63935817,1.449299436,7
1,380.0667652,0.609,374.2258676,17.15274265,7
5,78.68702703,1.217,69.35416354,7.69960984,7
5,668.6715793,2.324,25.17935662,245.2802942,7
2,482.2218647,1.186,310.6638054,31.05608002,7
2,177.6076444,0.702,171.2921481,17.04106132,7
2,23.13711452,0.452,22.56102835,1.063781297,7
1,321.7221147,0.562,309.1310402,21.85480952,7
5,48.03505785,1.123,20.51828453,19.78722926,7
2,200.0386853,0.639,197.3854098,10.35030908,7
2,225.2823244,0.748,163.2329624,56.21413633,7
1,22.41421356,0.39,21.09502311,1.611754575,7
1,307.8837226,0.531,303,20.7029703,7
5,42.58478954,0.936,39.20459157,5.764630901,7
2,340.0479482,1.077,243.0329196,56.35450549,7
2,214.0556161,0.858,172.6615186,28.14755737,7
2,27.69527557,0.375,25.96150997,1.194075384,7
1,273.5394232,0.453,266.024435,27.75684873,7
5,73.37214294,1.248,41.10960958,14.23024947,7
5,37.29126786,1.669,7.615773106,7.484466673,7
2,541.8806735,1.7,250.7448903,147.0219391,7
2,581.436445,1.528,524.1087673,81.72158657,7
2,688.9732075,1.794,498.5278327,103.6271129,7
2,293.6639504,0.827,240.0104164,36.3525889,7
2,2046.603065,5.554,521.8524696,357.1449995,7
2,1068.630828,3.994,549.1812087,95.45119019,7
1,854.8193884,5.74,53.07541804,124.4078755,7
5,561.589742,4.259,303.8980092,134.5122336,7
2,1371.463005,29.812,36.12478374,192.0841949,7
2,577.4299286,0.968,336.7729205,81.25950257,7
2,98.23696403,0.515,95.4253635,7.639478365,7
2,263.0100678,0.858,252.1269521,13.65978516,7
2,691.1956271,1.966,11.70469991,139.0894267,7
2,501.0859611,1.981,248.9096222,135.519068,7
4,650.3351003,2.137,450.7515946,157.7764801,7
2,342.0141848,1.092,314.1289544,22.41117828,7
2,421.4814607,1.716,289.3648216,41.5116113,7
2,327.7296739,0.764,31.06444913,153.6483064,7
2,961.435509,7.566,188.9047379,67.49433679,7
2,516.3315264,1.263,326.9311854,80.75093835,7
1,704.9905565,1.638,300.2682134,142.0196947,7
3,51.14502028,1.233,49.04079934,2.508115725,7
1,79.46699598,0.515,57.5847202,14.96924874,7
3,120.0317956,1.061,107.1680923,3.377871084,7
2,513.0072447,1.342,459.0305001,37.59880879,7
2,847.1679556,1.404,639.9632802,167.4486698,7
2,249.7501317,1.497,23.53720459,99.84193284,7
2,326.6517074,1.342,3,43,7
2,521.7688061,6.146,3.605551275,59.90762119,7
1,126.3892902,0.125,111.0360302,22.22701943,7
2,762.0300409,3.541,86.127812,225.0608665,7
2,1725.523759,4.992,520.331625,92.86193204,7
2,175.2458462,1.03,150.4027925,28.6430852,7
2,1892.459361,53.976,149.0905765,300.5421339,7
2,473.607719,1.7,38.01315562,123.957086,7
2,192.9769052,0.702,188.2896705,17.81829025,7
2,1215.133997,3.853,367.0217977,152.0945087,7
2,610.5286449,1.342,11.3137085,96.16652224,7
2,481.2991348,1.654,263.1368465,79.89379016,7
2,269.9690583,1.061,33.73425559,39.51472996,7
2,377.6261086,2.73,124.8118584,85.41656326,7
2,543.0123274,1.42,236.3493177,152.8288736,7
1,589.5596846,1.107,505.7993673,38.1060184,7
2,543.7171822,1.373,372.2646908,111.5899548,7
5,500.4991211,2.106,453.2824726,16.57906593,7
5,469.6702951,1.56,364.917799,44.82379332,7
2,1025.135759,1.794,530.1773288,85.7373515,7
2,823.6924562,2.106,508.1456484,278.3375208,7
2,1200.59931,5.351,338.8819854,127.2950522,7
2,204.5605996,0.983,194.825563,23.0821866,7
2,548.286581,10.701,208.3386666,38.88380459,7
1,425.0677265,0.702,396.9445805,22.01314851,7
2,526.3699144,8.845,243.8216561,45.95572099,7
2,419.8956556,1.872,143.2794472,109.6737899,7
2,315.4700609,1.185,199.4492417,58.36071325,7
2,1958.128619,29.219,243.8237068,335.6523493,7
2,449.4794725,7.425,246.8562335,124.023605,7
1,279.4343954,0.608,241.2985702,55.92656428,7
2,314.5744453,1.092,250.8804496,30.08205706,7
2,1205.492072,10.437,285.7218928,440.3372762,7
1,539.6447783,1.95,421.4736053,26.71104396,7
5,310.8805755,3.338,121.5935854,76.63233198,7
2,444.5694418,1.794,22.6715681,144.0129763,7
2,286.641386,1.263,231.7002374,39.28351608,7
5,778.3756593,2.372,296.0270258,19.6603671,7
2,467.0951815,1.264,356.9103529,48.09611114,7
2,1407.538913,4.602,380.4891588,451.050959,7
2,106.5177642,0.734,96.7729301,10.75714044,7
2,279.1648874,1.779,188.3825894,21.33955167,7
2,909.5167302,3.027,428.6875319,278.7998043,7
2,1169.433993,4.946,387.5938596,163.4958822,7
2,171.7309372,0.795,143.1258188,38.94475537,7
2,91.4283975,1.185,89.55445271,7.570812835,7
2,197.2103647,1.529,62.64982043,42.61783963,7
2,218.1021106,1.404,214.5739966,10.36006243,7
2,7609.892934,38.111,346.070802,566.2627383,7
2,614.0644438,1.233,121.7086685,241.8808812,7
2,2041.382851,8.861,373.3764856,291.935899,7
2,359.1890129,1.731,195.9234544,78.01516181,7
2,317.8203066,2.465,22.47220505,101.1916719,7
2,209.1373455,2.013,199.01005,12.59232888,7
2,99.0735699,1.139,59.48108943,22.32642362,7
1,774.1192199,1.31,28.3019434,187.7256245,7
1,207.3513753,0.265,201.6134916,16.18939275,7
2,436.8306225,1.467,252.1785082,66.6194757,7
2,318.8109656,1.482,215.9351755,80.10737465,7
1,514.8324553,7.426,50,108.6,7
3,102.7539074,2.402,26.92582404,28.81991649,7
2,4814.23699,24.04,191.9192539,720.5217675,7
1,572.6991379,1.201,486.6805934,69.45006737,7
1,301.95844,0.344,220.7351354,6.777353308,7
2,467.8115711,1.233,363.7279203,62.24157877,7
2,16.41421356,0.375,14.31782106,2.095290887,7
2,23.53731919,0.499,23.08679276,0.563092506,7
2,21.53663106,0.483,20.22374842,2.324000429,7
2,21.00389691,0.406,19.6468827,1.374263816,7
2,18.65028154,0.405,17.2626765,1.390282671,7
2,2882.056278,31.668,365.3956759,779.820394,7
2,345.86505,1.529,292.6431274,26.77664113,7
2,825.7685544,1.561,288.340077,176.3265118,7
2,470.1596295,1.482,242.4046204,63.81891555,7
2,237.5108722,3.619,88.27797007,19.09876268,7
2,579.5061129,1.653,285.0122804,153.4390025,7
2,40.46941345,1.435,8.062257748,7.56611881,7
2,5386.482949,107.968,723.0006916,562.0298912,7
2,696.1582771,2.433,469.5551086,24.01635036,7
2,1034.926944,1.669,868.4008291,196.4461505,7
2,154.7732086,0.624,104.6374694,32.99965127,7
2,363.2227979,1.264,264.425793,18.95805981,7
2,33.73032156,0.422,33.06055051,2.087079584,7
2,337.506791,2.355,303.0808473,55.98176246,7
2,487.7899965,1.217,399.6098097,45.52941284,7
2,453.6876948,1.544,319,86.03448276,7
1,823.0388547,1.919,287.0278732,321.317226,7
3,79.91306353,0.921,59.30430001,0.978006654,7
1,1064.106837,3.416,405.3566331,153.5512063,7
3,533.0636685,1.623,413.1755075,43.80220916,7
1,49.10094914,0.421,29.83286778,10.49178384,7
3,61.58074661,0.874,52.34500931,4.355716103,7
2,879.999035,1.856,422.2759761,303.1216722,7
2,745.9704198,1.451,629.5172754,49.75876155,7
2,58.93435699,0.593,23.19482701,10.08845636,7
2,68.28178206,0.702,4.472135955,8.049844719,7
2,610.1091551,2.559,7.071067812,152.7350647,7
2,415.5367163,3.26,6.32455532,110.0472626,7
2,456.0304432,1.341,38.05259518,79.25872035,7
2,915.6931414,1.7,587.7286789,127.4771892,7
2,416.2809626,1.31,124.4226667,146.8542708,7
2,1283.282222,6.349,8.94427191,83.18172876,7
2,901.6023453,2.028,243.1295951,292.9055181,7
2,504.3450575,1.076,412.4875756,45.7419838,7
5,72.49980784,1.185,45.607017,25.52238836,7
2,613.4586757,2.636,214.7556751,127.0467008,7
2,492.4995384,1.42,322.5523213,87.57648955,7
1,460.2030871,0.999,290.2705634,62.60366117,7
3,65.27485854,0.577,63.38769597,2.650356626,7
1,80.25178461,1.061,67.67569726,12.23482038,7
3,77.11764289,0.639,75.02666193,0.759729922,7
2,495.2026223,1.529,440.0954442,61.74569712,7
2,811.4670464,1.419,647.7345135,205.1612153,7
2,612.288789,1.107,25.49509757,103.3532032,7
2,92.80027933,1.123,2.236067977,29.5160973,7
2,493.8939289,3.51,2.236067977,70.21253449,7
2,1203.922804,6.989,3,57,7
2,455.7635454,2.169,5.385164807,141.685543,7
2,224.2247669,5.148,23.02172887,32.79510433,7
2,140.1002004,1.451,1.414213562,14.14213562,7
1,657.8298817,1.388,423.5965061,41.88891963,7
2,1447.305779,1.841,1146.446684,61.03205754,7
2,1290.74124,1.155,1236.654358,88.52433126,7
2,6,0.406,5.099019514,0.980580676,7
2,214.3435048,1.185,203.9828424,21.77143895,7
5,105.6444883,1.263,6.32455532,22.76839915,7
2,436.8828835,1.576,269.482838,64.27867587,7
2,1536.130763,3.76,287.139339,249.8194788,7
2,140.10022,0.765,135.1480669,6.42998468,7
5,167.91986,0.936,161.1241757,9.154430075,7
1,430.9128627,1.529,133.5440002,188.2450724,7
3,65.23020986,0.405,64.07027392,1.467139037,7
2,2944.839033,3.963,283.3654884,423.0155221,7
5,171.0077837,0.811,137.9311422,13.49223946,7
2,1482.637081,3.557,1103.241134,177.6429413,7
2,3707.846651,3.447,998.6240534,303.2692823,7
2,19.28469516,0.452,17,2.117647059,7
2,940.9677416,4.742,244.7733646,159.5067342,7
2,336.7137035,1.545,269.417891,51.04709249,7
2,25.74433841,0.343,25.07987241,2.272738835,7
2,260.3138857,0.764,242.0082643,27.51972136,7
2,1055.85766,1.451,649.8199751,235.0527929,7
2,1136.000355,3.026,302.0066224,180.0092977,7
2,439.9492126,1.373,295.0271174,102.3465242,7
2,29.25209583,0.577,26.57066051,2.596849257,7
2,102.4288119,3.51,69.72087205,5.794534522,7
2,3989.03893,192.942,291.6659048,997.120319,7
2,75.86633222,0.889,27.07397274,7.165553495,7
2,52.34204261,0.843,9.899494937,7.071067812,7
2,214.3948991,1.061,181.3973539,27.98828037,7
2,283.7513169,0.796,191.9010162,31.54751403,7
2,114.7898664,0.842,39.20459157,29.18025553,7
2,94.80922688,1.263,8,37,7
2,98.2269346,0.858,89.82204629,14.11680152,7
2,255.5336553,1.965,91.92388155,18.87431177,7
5,82.46067009,0.967,59.61543424,19.25675816,7
2,1196.63663,1.919,918.5771606,82.37522469,7
2,120.1458132,1.17,114.9478142,9.273773555,7
2,1673.27764,1.31,944.9132235,317.9191406,7
2,49.54929498,1.576,40.60788101,10.68758057,7
5,5301.166561,42.12,25.49509757,367.3255211,7
2,12.8125592,0.983,9.219544457,1.410047976,7
2,2933.411282,10.327,925,454.4918919,7
2,1777.935371,1.482,5,780,7
2,532.6955008,1.388,1.414213562,52.32590181,7
2,1833.550905,2.465,1245.032128,271.8435873,7
2,1953.63445,2.917,553.0171788,553.2775685,7
2,393.2974598,2.824,20.09975124,19.30372149,7
5,270.851812,1.092,123.1300126,57.12660831,7
2,166.9160922,1.17,94.62557794,27.55069038,7
2,205.4315557,1.061,150.7647174,13.75653426,7
2,471.9679589,1.67,121.7579566,47.5205084,7
5,1073.577653,2.761,101.5332458,179.0645011,7
2,811.1595812,3.79,610.0295075,134.2164584,7
2,656.6533694,1.03,99.08582139,285.1871197,7
2,2417.015124,2.543,1000.0125,195.9305509,7
2,292.3767272,2.028,288.646843,9.028333629,7
2,1576.397116,1.653,641.3392238,125.8928146,7
2,249.6572515,1.076,221.0361961,21.6661347,7
2,548.1442995,1.014,17.72004515,186.68124,7
2,660.1091127,1.373,519.3996534,27.81673015,7
5,646.8914627,2.777,418.6609607,176.8113269,7
2,429.2091922,1.123,418.2654659,26.90157547,7
2,284.3797093,0.795,276.0887538,11.74260072,7
2,530.2608794,1.419,13.89244399,58.88092841,7
2,540.5133474,1.045,233.520877,221.367788,7
2,10.82842712,0.92,8.602325267,0.92998111,7
2,483.493796,1.435,441.7023885,27.45966587,7
2,318.2192595,0.764,310.04032,12.38548586,7
2,302.1579653,1.201,288.5134312,24.44253624,7
2,224.7027332,0.796,207.5090359,26.62052751,7
2,1000.332012,3.245,394.1027785,77.43411533,7
5,457.9700025,1.607,435.6248386,34.3139295,7
2,399.7260569,1.919,223.8950647,91.33743089,7
2,388.5822917,1.513,324.784544,41.97859859,7
1,808.0234442,2.122,296.0067567,264.75747,7
3,45.04862718,1.404,43.28972164,3.465025745,7
1,61.65333106,0.515,50.69516742,10.61245139,7
3,59.16780692,0.78,56.43580424,2.604729426,7
2,457.1167074,1.139,431.5669125,32.67164277,7
2,699.4449675,1.497,636.4526691,111.7883598,7
2,64.94331692,0.578,18.97366596,8.538149682,7
